Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
324,YOGYAARTA DISTRICT,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,6,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,14,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,12,A,1
325,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,7,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,7,A,1
326,YOGYAARTA DISTRICT,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,10,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,11,A,1
327,YOGYAARTA DISTRICT,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,6,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,7,V,2
328,YOGYAARTA DISTRICT,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,8,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,9,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,5,K,3
329,YOGYAARTA DISTRICT,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,15,A,1
330,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,9,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,13,K,3
331,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,9,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,8,A,1
332,YOGYAARTA DISTRICT,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,9,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,10,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,8,K,3
333,YOGYAARTA DISTRICT,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,V,2
334,YOGYAARTA DISTRICT,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,10,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,8,V,2
335,YOGYAARTA DISTRICT,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,8,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,8,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,9,K,3
336,YOGYAARTA DISTRICT,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,11,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,10,A,1
337,YOGYAARTA DISTRICT,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,8,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,9,A,1
338,YOGYAARTA DISTRICT,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,8,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,7,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,8,V,2
339,YOGYAARTA DISTRICT,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,9,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,8,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,K,3
340,YOGYAARTA DISTRICT,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,8,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,8,A,1
341,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,10,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,7,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,7,V,2
342,YOGYAARTA DISTRICT,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,8,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,7,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,9,V,2
343,YOGYAARTA DISTRICT,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,9,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,8,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,9,V,2
344,YOGYAARTA DISTRICT,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,6,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,8,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,8,A,1
345,YOGYAARTA DISTRICT,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,8,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,10,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,9,A,1
346,YOGYAARTA DISTRICT,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,8,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,9,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,8,A,1
347,YOGYAARTA DISTRICT,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,11,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,7,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,6,V,2
348,YOGYAARTA DISTRICT,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,8,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,9,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,8,A,1
349,YOGYAARTA DISTRICT,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,5,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,13,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,10,A,1
350,YOGYAARTA DISTRICT,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,7,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,6,A,1
351,YOGYAARTA DISTRICT,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,14,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,10,A,1
352,YOGYAARTA DISTRICT,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,6,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,8,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,7,A,1
353,YOGYAARTA DISTRICT,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,7,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,12,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,10,A,1
354,YOGYAARTA DISTRICT,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,8,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,7,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,7,V,2
355,YOGYAARTA DISTRICT,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,11,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,8,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,7,V,2
356,YOGYAARTA DISTRICT,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,7,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,10,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,8,A,1
357,YOGYAARTA DISTRICT,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,6,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,8,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,9,A,1
358,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,7,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,9,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,12,K,3
359,YOGYAARTA DISTRICT,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,10,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,7,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,8,V,2
360,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,9,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,6,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,8,V,2
361,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,10,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,10,V,2
362,YOGYAARTA DISTRICT,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,7,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,10,A,1
363,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,7,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,8,V,2
364,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,6,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,10,K,3
365,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,10,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,9,V,2
366,YOGYAARTA DISTRICT,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,12,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,6,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5,V,2
367,YOGYAARTA DISTRICT,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,9,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,9,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,7,K,3
368,YOGYAARTA DISTRICT,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,9,V,2
369,YOGYAARTA DISTRICT,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,6,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,8,V,2
370,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,9,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,8,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,10,V,2
371,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,7,V,2
372,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,8,V,2
373,YOGYAARTA DISTRICT,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,10,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,7,V,2
374,YOGYAARTA DISTRICT,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,9,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,8,V,2
375,YOGYAARTA DISTRICT,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,7,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,9,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,8,A,1
376,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,7,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,6,A,1
377,YOGYAARTA DISTRICT,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,7,V,2
378,YOGYAARTA DISTRICT,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,10,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,8,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,7,V,2
379,YOGYAARTA DISTRICT,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,7,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,11,K,3
380,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,8,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,8,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,9,K,3
381,YOGYAARTA DISTRICT,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,7,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,8,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,8,A,1
382,YOGYAARTA DISTRICT,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,11,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,11,V,2
383,YOGYAARTA DISTRICT,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,10,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,8,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,11,V,2
384,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,9,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,8,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,11,K,3
385,SLEMAN DISTRICT,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,10,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,7,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,8,V,2
386,SLEMAN DISTRICT,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,9,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,6,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,8,V,2
387,SLEMAN DISTRICT,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,10,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,10,V,2
388,SLEMAN DISTRICT,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,7,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,10,A,1
389,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,7,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,8,V,2
390,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,6,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,10,K,3
391,SLEMAN DISTRICT,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,10,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,9,V,2
392,SLEMAN DISTRICT,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,12,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,6,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5,V,2
393,SLEMAN DISTRICT,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,9,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,9,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,7,K,3
394,SLEMAN DISTRICT,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,9,V,2
395,SLEMAN DISTRICT,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,6,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,8,V,2
396,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,9,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,8,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,10,V,2
397,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,7,V,2
398,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,8,K,3
399,SLEMAN DISTRICT,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,10,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,7,V,2
400,SLEMAN DISTRICT,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,9,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,8,V,2
401,SLEMAN DISTRICT,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,7,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,9,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,8,A,1
402,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,7,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,6,A,1
403,SLEMAN DISTRICT,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,7,V,2
404,SLEMAN DISTRICT,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,10,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,8,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,7,V,2
405,SLEMAN DISTRICT,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,7,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,11,K,3
406,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,8,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,8,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,9,K,3
407,SLEMAN DISTRICT,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,7,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,8,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,8,A,1
408,SLEMAN DISTRICT,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,11,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,11,V,2
409,SLEMAN DISTRICT,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,10,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,8,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,11,V,2
410,SLEMAN DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,9,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,8,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,11,K,3
411,SLEMAN DISTRICT,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,9,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,10,V,2
412,SLEMAN DISTRICT,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,8,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,9,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,6,K,3
413,SLEMAN DISTRICT,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,6,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,9,K,3
414,SLEMAN DISTRICT,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,8,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,7,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,14,K,3
415,SLEMAN DISTRICT,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,7,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,7,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,11,K,3
416,SLEMAN DISTRICT,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,7,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,8,A,1
417,SLEMAN DISTRICT,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,6,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,9,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,10,A,1
418,SLEMAN DISTRICT,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,8,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,9,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,12,K,3
419,SLEMAN DISTRICT,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,8,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,7,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,5,K,3
420,SLEMAN DISTRICT,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,5,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,9,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,12,A,1
421,SLEMAN DISTRICT,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,7,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,6,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,11,K,3
422,SLEMAN DISTRICT,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,8,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,9,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,6,K,3
423,SLEMAN DISTRICT,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,9,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,9,V,2
424,SLEMAN DISTRICT,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,8,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,7,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,11,K,3
425,SLEMAN DISTRICT,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,9,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,7,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,8,V,2
426,SLEMAN DISTRICT,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,9,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,8,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,5,K,3
427,SLEMAN DISTRICT,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,8,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,11,A,1
428,SLEMAN DISTRICT,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,5,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,8,K,3
429,SLEMAN DISTRICT,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,9,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,6,A,1
430,SLEMAN DISTRICT,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,5,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,7,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,11,K,3
431,SLEMAN DISTRICT,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,7,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,7,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,9,K,3
432,SLEMAN DISTRICT,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,6,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,8,K,3
433,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,7,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,8,A,1
